OBJECTID,linqmap_type,linqmap_subtype,pubDate,linqmap_reportDescription,linqmap_city,linqmap_street,linqmap_nearby,linqmap_roadType,linqmap_reportMood,linqmap_reportRating,linqmap_expectedBeginDate,linqmap_expectedEndDate,linqmap_magvar,nComments,linqmap_reliability,update_date,x,y
73675,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/07/2022 21:14:58,,תל אביב - יפו,לוינסקי,,16,0,0,,,0,0,10,1652698382456,178580.53000000026,663032.5
30075,WEATHERHAZARD,HAZARD_ON_SHOULDER_MISSING_SIGN,05/15/2022 15:44:27,,,40 דרום,,6,0,5,,,206,0,10,1652629982472,177964.25999999978,635058.1999999993
187052,JAM,JAM_STAND_STILL_TRAFFIC,05/18/2022 08:36:55,,,1 מערב,,3,0,5,,,317,0,6,1652863983047,185461.7199999997,656541.3599999994
151105,JAM,JAM_STAND_STILL_TRAFFIC,05/17/2022 16:35:09,,,471 מזרח,,3,0,5,,,85,0,9,1652806382948,192668.4299999997,663859.8399999999
174406,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/17/2022 09:00:03,,תל אביב - יפו,פנחס לבון,,2,0,0,,,0,0,6,1652839383416,178576.95999999996,661132.4800000004
164115,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/15/2022 16:00:00,,בת ים,שד יוספטל,,2,0,0,,,0,0,7,1652820782355,176440.09999999963,658214.3300000001
13098,JAM,JAM_MODERATE_TRAFFIC,05/24/2022 08:33:47,,,5 מערב,,3,0,5,,,283,0,5,1653382383096,183467.23000000045,671699.7799999993
156040,JAM,JAM_HEAVY_TRAFFIC,05/17/2022 17:42:12,,רמת גן,שדרות ירושלים,,2,0,5,,,92,0,5,1652809983867,183325.73000000045,664662.3100000005
174608,JAM,JAM_STAND_STILL_TRAFFIC,05/18/2022 01:49:40,,,ל-1 ירושלים,,4,0,5,,,247,0,10,1652839383482,183245.28000000023,658840.9900000002
176956,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/18/2022 06:39:41,,,20 איילון דרום,,3,0,5,,,169,0,10,1652856782510,177158.75999999978,652987.1300000008
29703,JAM,JAM_STAND_STILL_TRAFFIC,05/15/2022 15:48:27,,אשדוד,הנפט,,2,0,5,,,175,0,6,1652629982349,170163.86000000034,637838.0800000001
125771,JAM,JAM_HEAVY_TRAFFIC,05/17/2022 08:33:29,,,ל-דרך השלום,,4,0,5,,,12,0,6,1652777582887,180643.5,664131.0800000001
29617,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/15/2022 15:35:30,,מודיעין-מכבים-רעות,עמק זבולון,,2,0,5,,,129,0,8,1652629982319,198353.24000000025,646959.6400000006
174519,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/20/2022 17:00:02,,תל אביב - יפו,רחל,,1,0,0,,,0,0,10,1652839383454,179022.34999999963,665899.0600000005
125807,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/17/2022 08:39:28,,,6 דרום,,3,0,5,,,201,0,10,1652777582900,198469.71,682782.0899999999
135279,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/15/2022 19:00:00,,אור יהודה,זבוטינסקי,,1,0,0,,,0,0,7,1652788382377,187194.46,659282.0600000005
180637,JAM,JAM_STAND_STILL_TRAFFIC,05/18/2022 07:48:23,,תל אביב - יפו,פנחס ספיר,,2,0,5,,,190,0,5,1652860382883,181109.4500000002,666376.5500000007
29656,JAM,JAM_STAND_STILL_TRAFFIC,05/15/2022 15:24:28,,,,,4,0,5,,,356,0,7,1652629982331,181392.11000000036,666357.2899999991
21359,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/15/2022 11:50:45,,,6 דרום,,3,0,5,,,213,0,6,1652615582152,196626.7999999998,679283.0
16949,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/03/2022 14:42:06,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,6,1652608382443,177381.6299999999,661904.2699999996
16826,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,6,1652608382405,177412.58000000007,662309.3499999996
142287,JAM,JAM_MODERATE_TRAFFIC,05/17/2022 14:27:03,,,20 איילון צפון,,3,0,5,,,0,0,5,1652799182461,182295.1399999997,669730.6600000001
180575,JAM,JAM_HEAVY_TRAFFIC,05/18/2022 07:48:47,,פתח תקווה,וייצמן,,1,0,2,,,0,0,5,1652860382862,188176.28000000023,665343.3699999992
180453,JAM,JAM_STAND_STILL_TRAFFIC,05/18/2022 07:07:05,,,42 צפון,,6,0,5,,,3,0,7,1652860382825,179866.58000000007,651537.3000000007
176729,JAM,JAM_HEAVY_TRAFFIC,05/18/2022 06:36:34,,בני ברק,הרב שפירא,,2,0,5,,,270,0,8,1652856782443,185039.25999999975,667595.0299999993
187241,JAM,JAM_STAND_STILL_TRAFFIC,05/18/2022 08:51:03,,בני ברק,הרב כהנמן,,2,0,5,,,19,0,5,1652863983107,185220.8799999999,664507.8800000008
155996,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/03/2022 14:42:06,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,10,1652809983853,177424.86000000034,662262.4000000004
162109,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/15/2022 18:24:40,,ראשון לציון,שלמה לוי,,1,0,0,,,0,0,10,1652817182424,183694.99000000025,652624.1099999994
130263,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,6,1652781182541,177412.58000000007,662309.3499999996
174216,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/17/2022 16:00:00,,תל אביב - יפו,לוינסקי,,2,0,0,,,0,0,6,1652838782302,179614.96999999974,662548.9800000004
75864,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,05/16/2022 11:44:03,,אשדוד,משה סנה,,2,0,5,,,210,0,5,1652701982224,168226.6200000001,631932.1300000008
168119,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/17/2022 10:00:02,,ראשון לציון,נדב בסקינד,,1,0,0,,,0,0,6,1652827982453,178125.25999999978,654769.8499999996
75849,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,6,1652701982219,177426.34999999963,662419.4100000001
22859,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/22/2022 09:58:06,,תל אביב - יפו,מאנגר איציק,,1,0,0,,,0,0,10,1653393182618,179116.38999999966,665972.2300000004
155957,JAM,JAM_STAND_STILL_TRAFFIC,05/17/2022 17:32:42,,,6 דרום,,3,0,5,,,186,0,10,1652809983842,196570.4400000004,654724.8000000007
13380,JAM,JAM_STAND_STILL_TRAFFIC,05/24/2022 08:40:15,,אור יהודה,מרדכי בן פורת,,2,0,5,,,317,0,5,1653382383189,186090.49000000025,659457.2300000004
37720,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/22/2022 16:00:02,,תל אביב - יפו,בן יהודה,,2,0,0,,,0,0,6,1652637182504,178693.75,665885.8900000006
142581,ROAD_CLOSED,ROAD_CLOSED_EVENT,01/04/2022 21:37:08,,אור יהודה,יגאל אלון,,2,0,0,,,0,0,10,1652799182554,186260.91999999995,659751.1099999994
174718,ROAD_CLOSED,ROAD_CLOSED_EVENT,01/04/2022 21:37:08,,אור יהודה,יגאל אלון,,2,0,0,,,0,0,6,1652839383516,186214.3899999997,659530.0600000005
37974,JAM,JAM_MODERATE_TRAFFIC,05/15/2022 17:35:03,,אשדוד,משה סנה,,2,0,5,,,178,0,6,1652637182585,168667.33999999985,633181.0099999998
25353,ROAD_CLOSED,ROAD_CLOSED_EVENT,08/12/2021 14:00:04,,תל אביב - יפו,בן סרוק,,1,0,0,,,0,0,10,1653396782507,179694.4400000004,665825.2200000007
174477,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/17/2022 10:00:02,,תל אביב - יפו,חיים לבנון,,2,0,0,,,0,0,6,1652839383440,181342.98000000045,668185.9800000004
174425,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/22/2022 15:00:03,,אור יהודה,הכלנית,,1,0,0,,,0,0,10,1652839383423,187663.8200000003,659810.7899999991
126062,JAM,JAM_STAND_STILL_TRAFFIC,05/17/2022 08:32:44,,פתח תקווה,דרך שלמה שמלצר,,2,0,5,,,256,0,6,1652777582986,186760.26999999955,667608.7100000009
29747,JAM,JAM_HEAVY_TRAFFIC,05/15/2022 15:50:06,,רמת גן,יעקב רוזן,,1,0,5,,,306,0,5,1652629982362,181550.53000000023,666156.0899999999
139660,JAM,JAM_STAND_STILL_TRAFFIC,05/17/2022 13:30:55,,פתח תקווה,יצחק רבין,,2,0,5,,,181,0,5,1652795582394,186965.53000000023,665404.0600000005
16932,JAM,JAM_STAND_STILL_TRAFFIC,05/24/2022 09:30:21,,,"ל-5 תל אביב, 444 ראש העין",,4,0,5,,,221,0,9,1653385982541,194840.75999999975,670054.5800000001
17068,ROAD_CLOSED,ROAD_CLOSED_EVENT,04/22/2022 12:08:20,,תל אביב - יפו,שתולים,,1,0,0,,,0,0,10,1653385982583,180749.91999999995,661572.5
176832,WEATHERHAZARD,HAZARD_WEATHER_FOG,05/18/2022 06:34:04,,,431 מערב,,3,0,5,,,296,0,10,1652856782473,191110.4299999997,646223.9199999999
159930,JAM,JAM_STAND_STILL_TRAFFIC,05/17/2022 18:07:40,,,20 איילון דרום,,3,0,5,,,200,0,9,1652813582686,181220.01999999955,666156.6699999999
155876,ROAD_CLOSED,ROAD_CLOSED_EVENT,04/12/2022 08:45:04,,רמת השרון,,,1,0,0,,,0,0,10,1652809983812,185945.34999999963,672815.7400000002
13231,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,10,1653382383138,177386.4299999997,662058.9399999995
16757,ROAD_CLOSED,,05/15/2022 09:26:24,,גבעתיים,קרן קיימת לישראל,,2,0,5,,,0,0,5,1652608382382,181825.73000000045,665110.5500000007
126255,JAM,JAM_HEAVY_TRAFFIC,05/17/2022 08:23:01,,,531 מערב,,3,0,5,,,314,0,7,1652777583054,194791.83999999985,673042.9700000007
125467,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/15/2022 18:24:40,,ראשון לציון,שלמה לוי,,1,0,0,,,0,0,10,1652777582785,183694.99000000025,652624.1099999994
151028,JAM,JAM_STAND_STILL_TRAFFIC,05/17/2022 16:44:20,,,4 דרום,,3,0,5,,,191,0,5,1652806382924,186048.8899999997,668860.8200000003
174568,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/17/2022 16:00:00,,תל אביב - יפו,ההגנה,,2,0,0,,,0,0,6,1652839383469,180185.3200000003,662409.4299999997
176600,WEATHERHAZARD,HAZARD_WEATHER_FOG,05/18/2022 06:41:58,,רחובות,שאול טשרניחובסקי,,2,0,5,,,146,0,6,1652856782406,181917.79000000004,643861.3499999996
146548,JAM,JAM_HEAVY_TRAFFIC,05/17/2022 15:29:12,,פתח תקווה,הרב משה מלכה,,2,0,5,,,187,0,5,1652802783023,187808.36000000036,666562.5800000001
176734,ROAD_CLOSED,ROAD_CLOSED_EVENT,12/09/2021 18:41:55,,יהוד-מונוסון,תמר,,1,0,0,,,0,0,10,1652856782445,188285.58999999985,659377.2899999991
16801,JAM,JAM_HEAVY_TRAFFIC,05/15/2022 09:48:59,,,,,4,0,5,,,106,0,6,1652608382396,180977.33000000007,650830.0500000007
172146,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/18/2022 00:47:15,,,6 צפון,,3,0,5,,,39,0,7,1652835182276,195120.4500000002,670321.3300000001
170265,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/17/2022 10:00:02,,ראשון לציון,נדב בסקינד,,1,0,0,,,0,0,6,1652831582501,178125.25999999978,654769.8499999996
180100,JAM,JAM_MODERATE_TRAFFIC,05/18/2022 07:37:28,,תל אביב - יפו,אבן גבירול,,2,0,5,,,179,0,5,1652860382713,179542.5599999996,664604.8699999992
164234,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,6,1652820782391,177405.6900000004,662240.8399999999
150972,ROAD_CLOSED,ROAD_CLOSED_EVENT,04/05/2022 09:56:53,,רמת גן,תלפיות,,1,0,0,,,0,0,10,1652806382907,182281.0499999998,666002.6300000008
142551,JAM,JAM_MODERATE_TRAFFIC,05/17/2022 14:39:51,,,461 מערב,,6,0,4,,,288,0,5,1652799182545,188957.8099999996,659404.4700000007
16823,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/15/2022 09:51:35,,,1 מערב,,3,0,5,,,307,0,5,1652608382404,190362.00999999975,654474.7899999991
73658,ROAD_CLOSED,ROAD_CLOSED_EVENT,04/05/2022 09:56:53,,רמת גן,תלפיות,,1,0,0,,,0,0,10,1652698382452,182281.0499999998,666002.6300000008
172105,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/04/2022 18:24:20,,יהוד-מונוסון,,,1,0,0,,,0,0,10,1652835182264,189613.1399999997,659628.6600000001
151692,JAM,JAM_STAND_STILL_TRAFFIC,05/17/2022 16:40:21,,נתניה,הארי טרומן,,2,0,5,,,278,0,5,1652806383136,187346.53000000023,688132.2899999991
13294,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/07/2022 21:14:58,,תל אביב - יפו,לוינסקי,,17,0,0,,,0,0,10,1653382383159,178491.23000000045,663020.3100000005
25653,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/04/2022 17:00:00,,תל אביב - יפו,בן סרוק,,1,0,0,,,0,0,7,1653396782603,179719.23000000045,665936.1300000008
135494,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/17/2022 11:44:24,,,,,4,0,5,,,296,0,10,1652788382444,193194.59999999963,674634.4299999997
73719,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 09:46:14,,,ל-6 דרום,,4,0,5,,,179,0,10,1652698382472,194100.75,668474.7300000004
132936,JAM,JAM_STAND_STILL_TRAFFIC,05/17/2022 10:29:09,,,5 מערב,,3,0,5,,,283,0,10,1652784782440,183480.7999999998,671696.6199999992
162230,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,10,1652817182459,177386.4299999997,662058.9399999995
151679,JAM,JAM_HEAVY_TRAFFIC,05/17/2022 16:49:00,,חולון,שד לוי אשכול,,2,0,5,,,203,0,5,1652806383132,178882.01999999955,659965.0700000003
16995,JAM,JAM_STAND_STILL_TRAFFIC,05/15/2022 09:32:39,,תל אביב - יפו,שד קרן קיימת לישראל,,2,0,5,,,93,0,5,1652608382457,182726.5499999998,669556.4800000004
151442,JAM,JAM_STAND_STILL_TRAFFIC,05/17/2022 16:07:04,,,4 דרום,,3,0,5,,,213,0,8,1652806383056,171351.74000000022,635337.3000000007
146075,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/04/2022 17:00:00,,תל אביב - יפו,בן סרוק,,1,0,0,,,0,0,6,1652802782878,179719.23000000045,665936.1300000008
162126,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/17/2022 19:16:02,,,,,2,0,5,,,6,0,7,1652817182428,184503.71,682678.7400000002
76060,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:27:32,,בת ים,החרושת,,2,0,5,,,114,0,5,1652701982288,176656.28000000026,657947.1400000006
151279,JAM,JAM_STAND_STILL_TRAFFIC,05/17/2022 16:43:52,,,20 איילון צפון,,3,0,5,,,24,0,5,1652806383003,183412.33999999985,675542.5099999998
137483,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,6,1652791982395,177381.58999999985,662031.7899999991
167877,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/03/2022 14:42:06,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,10,1652827982377,177321.38999999966,661428.4299999997
167795,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/16/2022 10:33:40,,כפר סבא,בן גוריון,,2,0,0,,,0,0,7,1652827982351,191283.08999999985,675529.3599999994
130457,JAM,JAM_HEAVY_TRAFFIC,05/17/2022 09:46:15,,תל אביב - יפו,ברזילי,,1,0,5,,,341,0,5,1652781182599,178954.45999999996,663192.4399999995
180314,JAM,JAM_STAND_STILL_TRAFFIC,05/18/2022 07:48:19,,,"ל-4 חיפה, תל אביב, אשדוד",,4,0,5,,,255,0,5,1652860382778,185495.0,663661.4000000004
130282,JAM,JAM_STAND_STILL_TRAFFIC,05/17/2022 09:31:15,,גבעת שמואל,ביאליק,,2,0,5,,,359,0,5,1652781182546,186163.0,664936.9100000001
16791,JAM,JAM_STAND_STILL_TRAFFIC,05/15/2022 09:30:02,,נתניה,57 מזרח,,6,0,5,,,95,0,5,1652608382394,189072.41000000012,692231.9700000007
25105,JAM,JAM_STAND_STILL_TRAFFIC,05/15/2022 13:47:54,,פתח תקווה,דרך זבולון המר,,2,0,5,,,60,0,5,1652622782240,187710.2199999997,668604.25
20175,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/24/2022 10:43:28,,,ל-20 איילון דרום,,4,0,5,,,187,0,10,1653389582641,177358.83000000007,656477.9399999995
22864,JAM,JAM_STAND_STILL_TRAFFIC,05/24/2022 11:39:47,,תל אביב - יפו,הרצל,,2,0,5,,,352,0,5,1653393182620,178490.1299999999,663028.3000000007
174395,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/18/2022 01:16:46,,,431 מערב,,3,0,5,,,279,0,10,1652838782359,186086.04000000004,647438.0800000001
174116,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/15/2022 16:00:00,,בת ים,הרצל,,2,0,0,,,0,0,7,1652838782268,175873.61000000034,659035.5199999996
135474,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/17/2022 11:48:12,,,5 מערב,,3,0,3,,,283,0,10,1652788382438,187651.8899999997,669751.9800000004
159808,JAM,JAM_STAND_STILL_TRAFFIC,05/17/2022 18:48:41,,תל אביב - יפו,ראול ולנברג,,2,0,5,,,248,0,5,1652813582649,184415.58000000007,668243.1199999992
17040,JAM,JAM_STAND_STILL_TRAFFIC,05/24/2022 09:31:05,,,20 איילון צפון,,3,0,5,,,349,0,6,1653385982574,177640.0499999998,658617.7699999996
174409,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/16/2022 10:33:40,,כפר סבא,בן גוריון,,2,0,0,,,0,0,8,1652839383419,191283.08999999985,675529.3599999994
125601,JAM,JAM_STAND_STILL_TRAFFIC,05/17/2022 08:32:13,,,4 דרום,,3,0,5,,,195,0,7,1652777582826,187981.84999999963,670890.4800000004
156021,JAM,JAM_HEAVY_TRAFFIC,05/17/2022 17:29:03,,,5 מזרח,,3,0,5,,,113,0,6,1652809983862,188101.41000000012,669545.2400000002
21459,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,02/07/2021 03:00:00,חסר מידע,,,,0,0,0,,,0,0,10,1652615582186,178825.86000000034,665089.1799999997
25504,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/22/2022 09:58:06,,תל אביב - יפו,מאנגר איציק,,1,0,0,,,0,0,10,1653396782554,179116.38999999966,665972.2300000004
180929,JAM,JAM_MODERATE_TRAFFIC,05/18/2022 07:48:21,,פתח תקווה,אבשלום גיסין,,2,0,5,,,265,0,5,1652860382972,188910.33000000007,667228.4199999999
37471,JAM,JAM_MODERATE_TRAFFIC,05/15/2022 17:27:21,,,"ל-20 ראשון לציון (מערב), תל אביב-יפו",,4,0,5,,,48,0,8,1652637182423,176850.5700000003,650878.0099999998
75872,JAM,JAM_HEAVY_TRAFFIC,05/16/2022 11:44:43,,תל אביב - יפו,שד קרן קיימת לישראל,,2,0,5,,,292,0,5,1652701982226,182971.66000000012,669536.9199999999
73876,JAM,,05/16/2022 10:25:41,,רמת גן,אלוף שדה,,2,0,5,,,291,0,5,1652698382526,184236.99000000025,662781.0199999996
16997,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/08/2022 13:00:00,,,"ל-משה דיין (מזרח), שד רבין",,4,0,0,,,0,0,10,1652608382458,177189.1900000004,655288.9199999999
176778,JAM,JAM_STAND_STILL_TRAFFIC,05/18/2022 06:46:59,,,6 דרום,,3,0,5,,,193,0,5,1652856782457,196086.3700000001,678253.0899999999
142337,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/17/2022 14:50:41,,,1 מזרח,,3,0,5,,,127,0,7,1652799182476,183319.4000000004,658298.3399999999
130239,JAM,JAM_HEAVY_TRAFFIC,05/17/2022 09:49:36,,רמת גן,זאב זבוטינסקי,,2,0,5,,,73,0,5,1652781182535,183265.9299999997,666406.5399999991
180656,JAM,JAM_STAND_STILL_TRAFFIC,05/18/2022 07:51:24,,,4 צפון,,3,0,5,,,22,0,5,1652860382889,174732.54000000004,644614.4700000007
25531,JAM,JAM_STAND_STILL_TRAFFIC,05/24/2022 12:37:03,,,"ל-4 ירושלים, אשדוד",,4,0,5,,,179,0,6,1653396782562,186387.8200000003,670056.0600000005
25043,JAM,JAM_HEAVY_TRAFFIC,05/15/2022 13:49:17,,יהוד-מונוסון,מנחם בגין,,2,0,5,,,2,0,5,1652622782220,188898.4000000004,659625.7100000009
125683,JAM,JAM_STAND_STILL_TRAFFIC,05/17/2022 08:50:50,,תל אביב - יפו,דם המכבים,,1,0,5,,,355,0,5,1652777582853,181241.9000000004,663736.1400000006
